date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,1:50,7,57,11,12,
3,-22,8,46,11,12,
4,1:16,5,42,8,10,
5,3:44,4,59,6,11,
6,,,,,,R
7,5:19,5,96,10,18,
8,1:59,4,107,9,28,
9,,,,,,R
10,2:56,3,33,8,49,
11,,,,,,M
12,,,,,,C
13,,,,,,R
14,,,,,,R
15,,,,,,C
16,,,,,,M
17,3:41,2,27,9,52,
18,2:55,2,15,8,46,
19,3:25,3,18,10,61,
20,,,,,,C
21,4:02,4,20,9,62,
22,3:43,4,16,7,47,
23,5:09,3,8,7,44,
24,3:24,2,6,5,53,
25,3:12,1,5,5,49,
26,3:01,4,9,7,55,
27,0:30,5,8,8,54,
28,0:03,7,12,11,72,
29,1:34,4,6,8,60,
30,,,,,,C-R
